LSOA code (2011),Total population: mid 2015 (excluding prisoners)
E01005541,1634.00
E01005542,1323.00
E01005543,1301.00
E01005544,1463.00
E01005545,1206.00
E01005546,1210.00
E01005547,1685.00
E01005548,1286.00
E01005549,1541.00
E01005550,1410.00
E01005551,1818.00
E01005552,2068.00
E01005553,1903.00
E01005554,1345.00
E01005555,1355.00
E01005556,1531.00
E01005557,1176.00
E01005558,1628.00
E01005559,1524.00
E01005560,1483.00
E01005561,1325.00
E01005562,1550.00
E01005563,1894.00
E01005564,2042.00
E01005565,1668.00
E01005566,2269.00
E01005567,1619.00
E01005568,1764.00
E01005569,1705.00
E01005570,1220.00
E01005571,1531.00
E01005572,1595.00
E01005573,1440.00
E01005574,1664.00
E01005575,1585.00
E01005576,1537.00
E01005577,1463.00
E01005578,1437.00
E01005579,1728.00
E01005580,1640.00
E01005581,1701.00
E01005583,1712.00
E01005585,1424.00
E01005586,1567.00
E01005587,1299.00
E01005588,1426.00
E01005589,1581.00
E01005590,2026.00
E01005591,1404.00
E01005592,1620.00
E01005593,1743.00
E01005594,1398.00
E01005595,1388.00
E01005596,1957.00
E01005597,1719.00
E01005598,1560.00
E01005599,1528.00
E01005600,1491.00
E01005601,1555.00
E01005602,1441.00
E01005603,1579.00
E01005604,1580.00
E01005605,1468.00
E01005609,2523.00
E01005610,1165.00
E01005611,2051.00
E01005612,2143.00
E01005613,2537.00
E01005614,2563.00
E01005615,2090.00
E01005616,1460.00
E01005617,1615.00
E01005618,1892.00
E01005619,1309.00
E01005620,2554.00
E01005621,1608.00
E01005622,1444.00
E01005623,1278.00
E01005624,1707.00
E01005625,1364.00
E01005626,1250.00
E01005627,1123.00
E01005628,1576.00
E01005629,1311.00
E01005630,1521.00
E01005631,1513.00
E01005632,2300.00
E01005633,1467.00
E01005634,1538.00
E01005635,1601.00
E01005636,1498.00
E01005637,1320.00
E01005638,1581.00
E01005639,1572.00
E01005640,1405.00
E01005641,1406.00
E01005642,1225.00
E01005643,1422.00
E01005644,1587.00
E01005645,1411.00
E01005646,1503.00
E01005647,1644.00
E01005648,2065.00
E01005649,1744.00
E01005650,1616.00
E01005651,2013.00
E01005652,1592.00
E01005653,1579.00
E01005654,1664.00
E01005655,1751.00
E01005656,1499.00
E01005657,1589.00
E01005658,1180.00
E01005659,1536.00
E01005660,1788.00
E01005661,1944.00
E01005662,1620.00
E01005663,1384.00
E01005664,1584.00
E01005665,1709.00
E01005667,1892.00
E01005670,1731.00
E01005671,1464.00
E01005672,1359.00
E01005673,1670.00
E01005674,1629.00
E01005675,1826.00
E01005676,1254.00
E01005677,1592.00
E01005678,1587.00
E01005679,1592.00
E01005680,1496.00
E01005681,1626.00
E01005682,1521.00
E01005683,1602.00
E01005686,1515.00
E01005687,1781.00
E01005688,1654.00
E01005689,1516.00
E01005690,1574.00
E01005691,1526.00
E01005692,1346.00
E01005693,1386.00
E01005694,1679.00
E01005695,1556.00
E01005696,1583.00
E01005697,1474.00
E01005698,1768.00
E01005699,1627.00
E01005700,1569.00
E01005701,1721.00
E01005702,2160.00
E01005703,1648.00
E01005704,1425.00
E01005705,2206.00
E01005706,1484.00
E01005707,1773.00
E01005708,1537.00
E01005709,1486.00
E01005710,1480.00
E01005711,1443.00
E01005712,1554.00
E01005713,1354.00
E01005714,1455.00
E01005715,1634.00
E01005716,1739.00
E01005717,1559.00
E01005718,1670.00
E01005719,2132.00
E01005720,2743.00
E01005721,1529.00
E01005722,1775.00
E01005723,1555.00
E01005724,1486.00
E01005725,1437.00
E01005726,1522.00
E01005727,1393.00
E01005728,1450.00
E01005729,1445.00
E01005730,1734.00
E01005731,1626.00
E01005732,1196.00
E01005733,1304.00
E01005734,1371.00
E01005735,1385.00
E01005736,1373.00
E01005737,1510.00
E01005738,1915.00
E01005739,1494.00
E01005740,1585.00
E01005741,1656.00
E01005742,1602.00
E01005743,1370.00
E01005744,1418.00
E01005745,1458.00
E01005746,1416.00
E01005747,1445.00
E01005748,1539.00
E01005749,1677.00
E01005750,1693.00
E01005751,1215.00
E01005752,1463.00
E01005753,1791.00
E01005754,1846.00
E01005755,1679.00
E01005756,1702.00
E01005757,1652.00
E01005758,2080.00
E01005759,1688.00
E01005760,1826.00
E01005761,1436.00
E01005762,1646.00
E01005763,1823.00
E01005764,1735.00
E01005765,1421.00
E01005766,1412.00
E01005767,1502.00
E01005768,1670.00
E01005769,1320.00
E01005770,1479.00
E01005771,1399.00
E01005772,1490.00
E01005773,1523.00
E01005774,1491.00
E01005775,1625.00
E01005776,1592.00
E01005777,1588.00
E01005778,1494.00
E01005779,1449.00
E01005780,1495.00
E01005781,1656.00
E01005782,1210.00
E01005783,1501.00
E01005784,1463.00
E01005785,1652.00
E01005786,1562.00
E01005787,1249.00
E01005788,1568.00
E01005789,1589.00
E01005790,1192.00
E01005791,1553.00
E01005792,1572.00
E01005793,1529.00
E01005794,1312.00
E01005795,1268.00
E01005796,1255.00
E01005797,1404.00
E01005798,1652.00
E01005799,1901.00
E01005800,1559.00
E01005801,1584.00
E01005802,1559.00
E01005803,1480.00
E01005804,1398.00
E01005805,1603.00
E01005806,1243.00
E01005807,1524.00
E01005808,1370.00
E01005809,1218.00
E01005810,1588.00
E01005811,1368.00
E01005812,1272.00
E01005813,1453.00
E01005814,1356.00
E01005815,1485.00
E01005816,1656.00
E01005817,1229.00
E01005818,1441.00
E01005819,1567.00
E01005820,1534.00
E01005821,1491.00
E01005822,1621.00
E01005823,1773.00
E01005824,1482.00
E01005825,1532.00
E01005826,1580.00
E01005827,1477.00
E01005828,1292.00
E01005829,1263.00
E01005830,1526.00
E01005831,1634.00
E01005832,1468.00
E01005833,1044.00
E01005834,1536.00
E01005835,1411.00
E01005836,1875.00
E01005837,1625.00
E01005838,1875.00
E01005839,1237.00
E01005840,1515.00
E01005841,1546.00
E01005842,1595.00
E01005843,1470.00
E01005844,1531.00
E01005845,1678.00
E01005846,1685.00
E01005847,1592.00
E01005848,1957.00
E01005849,1613.00
E01005850,1777.00
E01005851,1575.00
E01005852,1536.00
E01005853,1649.00
E01005854,1710.00
E01005855,1580.00
E01005856,1632.00
E01005857,1517.00
E01005858,1585.00
E01005859,1371.00
E01005860,1531.00
E01005861,1544.00
E01005862,1567.00
E01005863,1814.00
E01005864,1738.00
E01005865,1552.00
E01005866,1689.00
E01005867,1462.00
E01005868,1520.00
E01005869,1528.00
E01005870,1431.00
E01005871,1305.00
E01005872,1772.00
E01005873,1484.00
E01005874,1749.00
E01005875,1608.00
E01005876,1398.00
E01005877,1480.00
E01005878,1641.00
E01005879,1284.00
E01005880,1478.00
E01005881,1265.00
E01005882,1356.00
E01005883,1497.00
E01005884,1477.00
E01005885,1481.00
E01005886,1404.00
E01005887,1591.00
E01005888,1580.00
E01005889,1465.00
E01005890,1512.00
E01005891,1270.00
E01005892,1344.00
E01005893,1736.00
E01005894,1374.00
E01005895,1171.00
E01005896,1735.00
E01005897,1596.00
E01005898,1637.00
E01005899,1577.00
E01005900,1513.00
E01005901,1366.00
E01005902,1613.00
E01005903,1441.00
E01005904,1504.00
E01005905,1501.00
E01005906,1393.00
E01005907,1323.00
E01005908,1617.00
E01005909,1589.00
E01005910,1561.00
E01005911,1300.00
E01005912,1444.00
E01005913,1493.00
E01005914,1448.00
E01005915,1501.00
E01005916,1591.00
E01005917,1634.00
E01005918,1623.00
E01005919,1601.00
E01005920,1506.00
E01005921,1416.00
E01005922,1309.00
E01005923,1515.00
E01005924,1295.00
E01005925,1467.00
E01005926,1274.00
E01005927,1325.00
E01005928,1627.00
E01005929,1466.00
E01005930,1557.00
E01005931,1412.00
E01005932,1322.00
E01005933,1478.00
E01005934,1448.00
E01005935,1474.00
E01005936,1593.00
E01005937,1451.00
E01005938,1639.00
E01005939,1319.00
E01005940,1433.00
E01005941,1865.00
E01005942,1663.00
E01005943,1776.00
E01005944,1444.00
E01005945,2110.00
E01005946,1617.00
E01005947,1619.00
E01005948,2026.00
E01005949,1549.00
E01005950,2045.00
E01005951,1566.00
E01005952,2231.00
E01005953,2148.00
E01005954,1594.00
E01005955,1620.00
E01005956,1402.00
E01005957,1493.00
E01005958,1467.00
E01005959,1695.00
E01005960,1699.00
E01005961,2033.00
E01005962,1406.00
E01005963,1162.00
E01005964,1505.00
E01005965,1442.00
E01005966,1363.00
E01005967,1421.00
E01005968,1417.00
E01005969,1285.00
E01005970,1410.00
E01005971,1404.00
E01005972,1702.00
E01005973,1388.00
E01005974,1691.00
E01005975,1626.00
E01005976,1454.00
E01005977,1577.00
E01005978,1322.00
E01005979,1675.00
E01005980,1463.00
E01005981,1477.00
E01005982,1236.00
E01005983,1536.00
E01005984,1547.00
E01005985,1549.00
E01005986,1244.00
E01005987,1476.00
E01005988,1585.00
E01005989,1179.00
E01005990,1339.00
E01005991,1377.00
E01005992,1282.00
E01005993,1375.00
E01005994,1450.00
E01005995,1368.00
E01005996,1904.00
E01005997,1462.00
E01005998,1716.00
E01005999,1961.00
E01006000,1568.00
E01006001,1530.00
E01006002,1389.00
E01006003,1496.00
E01006004,1500.00
E01006005,1360.00
E01006006,1413.00
E01006007,1540.00
E01006008,1442.00
E01006009,1355.00
E01006010,1394.00
E01006011,1669.00
E01006012,1773.00
E01006013,1297.00
E01006014,1324.00
E01006015,1369.00
E01006016,1887.00
E01006017,1404.00
E01006018,1381.00
E01006019,1517.00
E01006020,1555.00
E01006021,1314.00
E01006022,1751.00
E01006023,1554.00
E01006024,1762.00
E01006025,1411.00
E01006026,1637.00
E01006027,1611.00
E01006028,1728.00
E01006029,1910.00
E01006030,1808.00
E01006031,1595.00
E01006032,1316.00
E01006033,1633.00
E01006034,2207.00
E01006035,2026.00
E01006036,1976.00
E01006037,1533.00
E01006038,1601.00
E01006039,1420.00
E01006040,1791.00
E01006041,1629.00
E01006042,1601.00
E01006043,1453.00
E01006044,1383.00
E01006045,1214.00
E01006046,1467.00
E01006047,1326.00
E01006048,1521.00
E01006049,1518.00
E01006050,1772.00
E01006051,1600.00
E01006052,1527.00
E01006053,1947.00
E01006054,1583.00
E01006055,1407.00
E01006056,1280.00
E01006057,1541.00
E01006058,1974.00
E01006059,1398.00
E01006060,1412.00
E01006061,2429.00
E01006062,2095.00
E01006063,1449.00
E01006064,1655.00
E01006065,1363.00
E01006066,1394.00
E01006067,1859.00
E01006068,1613.00
E01006069,1701.00
E01006070,1317.00
E01006071,1564.00
E01006072,1637.00
E01006073,1858.00
E01006074,1629.00
E01006075,2119.00
E01006076,1678.00
E01006077,1671.00
E01006078,1971.00
E01006079,2196.00
E01006080,1904.00
E01006081,1387.00
E01006082,1634.00
E01006083,1342.00
E01006084,1736.00
E01006085,1628.00
E01006086,1676.00
E01006087,1518.00
E01006088,1601.00
E01006089,1728.00
E01006090,2154.00
E01006091,2722.00
E01006092,1357.00
E01006093,1589.00
E01006094,1521.00
E01006095,1783.00
E01006096,1625.00
E01006097,1909.00
E01006098,1369.00
E01006099,1319.00
E01006100,1545.00
E01006101,1536.00
E01006102,1370.00
E01006103,1602.00
E01006104,1535.00
E01006105,2191.00
E01006106,1503.00
E01006107,1549.00
E01006108,1760.00
E01006109,1173.00
E01006110,1750.00
E01006111,1797.00
E01006112,1864.00
E01006113,1529.00
E01006114,1729.00
E01006115,1577.00
E01006116,1387.00
E01006117,1679.00
E01006118,1492.00
E01006119,1611.00
E01006120,1360.00
E01006121,1502.00
E01006122,1736.00
E01006123,1672.00
E01006124,1444.00
E01006125,1475.00
E01006126,1692.00
E01006127,1572.00
E01006128,1758.00
E01006129,1425.00
E01006130,1773.00
E01006131,1583.00
E01006132,1580.00
E01006133,1449.00
E01006134,1557.00
E01006135,1766.00
E01006136,1604.00
E01006137,1432.00
E01006138,1825.00
E01006139,1896.00
E01006140,1754.00
E01006141,1686.00
E01006142,1776.00
E01006143,1672.00
E01006144,1428.00
E01006145,1803.00
E01006146,1841.00
E01006147,1412.00
E01006148,1718.00
E01006149,1602.00
E01006150,1643.00
E01006151,1549.00
E01006152,1596.00
E01006153,1555.00
E01006154,1528.00
E01006155,1597.00
E01006156,1647.00
E01006157,1610.00
E01006158,1687.00
E01006159,1879.00
E01006160,1953.00
E01006161,2164.00
E01006162,1672.00
E01006163,1895.00
E01006164,1784.00
E01006165,2091.00
E01006166,1555.00
E01006167,1657.00
E01006168,1945.00
E01006169,1591.00
E01006170,1563.00
E01006171,1833.00
E01006172,1512.00
E01006173,1507.00
E01006174,1839.00
E01006175,1677.00
E01006176,1790.00
E01006177,1726.00
E01006178,1933.00
E01006179,1785.00
E01006180,1912.00
E01006181,1690.00
E01006182,1560.00
E01006183,1706.00
E01006184,1816.00
E01006185,2157.00
E01006186,2001.00
E01006187,2566.00
E01006188,1653.00
E01006189,2295.00
E01006190,1763.00
E01006191,1567.00
E01006192,1480.00
E01006193,1524.00
E01006194,2498.00
E01006195,1851.00
E01006196,1832.00
E01006197,1506.00
E01006198,1458.00
E01006199,1619.00
E01006200,1510.00
E01006201,1598.00
E01006202,1379.00
E01006203,1418.00
E01006204,1582.00
E01006205,1406.00
E01006206,1934.00
E01006207,1664.00
E01006208,1640.00
E01006209,1620.00
E01006210,1698.00
E01006211,1571.00
E01006212,1438.00
E01006213,1685.00
E01006214,1455.00
E01006215,1719.00
E01006216,2217.00
E01006217,2428.00
E01006218,2146.00
E01006219,1251.00
E01006220,1837.00
E01006221,1587.00
E01006222,1588.00
E01006223,1626.00
E01006224,1509.00
E01006225,1525.00
E01006226,1772.00
E01006227,1538.00
E01006228,1747.00
E01006229,1474.00
E01006230,1434.00
E01006231,1487.00
E01006232,1965.00
E01006233,1474.00
E01006234,1185.00
E01006235,1536.00
E01006236,1537.00
E01006237,1571.00
E01006238,1535.00
E01006239,2108.00
E01006240,1524.00
E01006241,1961.00
E01006242,1681.00
E01006243,2040.00
E01006244,1584.00
E01006245,2601.00
E01006246,1548.00
E01006247,1365.00
E01006248,1560.00
E01006249,1602.00
E01006250,1563.00
E01006251,1433.00
E01006252,1458.00
E01006253,1600.00
E01006254,1617.00
E01006255,1467.00
E01006256,1436.00
E01006257,1276.00
E01006258,1674.00
E01006259,1281.00
E01006260,1536.00
E01006261,1541.00
E01006262,1582.00
E01006263,1563.00
E01006264,1308.00
E01006265,1406.00
E01006266,1353.00
E01006267,1621.00
E01006268,1759.00
E01006269,1699.00
E01006270,1566.00
E01006271,1709.00
E01006272,1701.00
E01006273,1530.00
E01006274,1542.00
E01006275,1616.00
E01006276,2247.00
E01006277,1815.00
E01006278,1660.00
E01006279,1644.00
E01006280,1405.00
E01006281,1697.00
E01006282,1746.00
E01006283,1518.00
E01006284,1578.00
E01006285,1859.00
E01006286,1370.00
E01006287,1178.00
E01006288,1828.00
E01006289,1820.00
E01006290,1385.00
E01006291,1524.00
E01006292,1570.00
E01006293,1701.00
E01006294,1863.00
E01006295,1619.00
E01006296,1574.00
E01006297,1655.00
E01006298,1433.00
E01006299,1995.00
E01006300,1365.00
E01006301,1381.00
E01006302,1706.00
E01006303,1415.00
E01006304,1476.00
E01006305,1869.00
E01006306,1578.00
E01006307,1455.00
E01006308,1641.00
E01006309,1683.00
E01006310,1629.00
E01006311,1642.00
E01006312,1434.00
E01006313,1117.00
E01006314,1701.00
E01006315,1170.00
E01006316,1510.00
E01006317,1576.00
E01006318,1406.00
E01006319,1398.00
E01006320,1362.00
E01006321,1668.00
E01006322,1565.00
E01006323,1525.00
E01006324,1372.00
E01006325,1606.00
E01006326,1358.00
E01006327,1615.00
E01006328,1363.00
E01006329,1107.00
E01006330,1598.00
E01006331,1638.00
E01006332,2087.00
E01006333,1859.00
E01006334,1627.00
E01006335,1659.00
E01006336,1669.00
E01006337,1549.00
E01006338,1636.00
E01006339,1319.00
E01006340,1509.00
E01006341,1620.00
E01006342,1515.00
E01006343,1755.00
E01006344,1529.00
E01006345,1439.00
E01006346,2172.00
E01006347,1650.00
E01006348,1736.00
E01006349,1915.00
E01006350,1953.00
E01006351,2152.00
E01006352,1801.00
E01006353,1549.00
E01006354,1540.00
E01006355,1587.00
E01006356,1494.00
E01006357,1902.00
E01006358,1982.00
E01006359,1483.00
E01006360,1741.00
E01006361,1712.00
E01006362,1721.00
E01006363,1503.00
E01006364,2070.00
E01006365,2201.00
E01006366,1609.00
E01006367,1673.00
E01006368,1808.00
E01006369,1604.00
E01006370,1662.00
E01006371,1547.00
E01006372,1730.00
E01006373,1517.00
E01006374,1619.00
E01006375,1577.00
E01006376,1788.00
E01006377,1712.00
E01006378,1333.00
E01006379,1477.00
E01006380,1693.00
E01006381,2099.00
E01006382,1386.00
E01006383,1650.00
E01006384,1391.00
E01006385,1471.00
E01006386,1448.00
E01006387,1451.00
E01006388,1612.00
E01006389,1379.00
E01006390,1603.00
E01006391,1571.00
E01006392,1569.00
E01006393,1461.00
E01006394,1576.00
E01006395,2727.00
E01006396,1499.00
E01006397,1079.00
E01006398,1016.00
E01006399,1605.00
E01006400,1559.00
E01006401,1481.00
E01006402,1174.00
E01006403,1707.00
E01006404,1686.00
E01006405,1423.00
E01006406,1439.00
E01006407,1481.00
E01006408,1631.00
E01006409,1370.00
E01006410,1396.00
E01006411,1624.00
E01006412,1489.00
E01006413,1520.00
E01006414,1348.00
E01006415,2061.00
E01006416,1438.00
E01006417,1245.00
E01006418,1336.00
E01006419,1447.00
E01006420,2101.00
E01006421,1147.00
E01006422,1260.00
E01006423,1418.00
E01006424,2029.00
E01006425,1345.00
E01006426,1388.00
E01006427,1455.00
E01006428,1627.00
E01006429,1131.00
E01006430,1309.00
E01006431,1704.00
E01006432,1507.00
E01006433,1447.00
E01006434,1518.00
E01006435,1478.00
E01006436,1508.00
E01006437,1216.00
E01006438,1215.00
E01006439,1601.00
E01006440,1412.00
E01006441,2567.00
E01006442,1514.00
E01006443,1376.00
E01006444,1455.00
E01006445,1300.00
E01006446,1461.00
E01006447,1359.00
E01006448,1858.00
E01006449,1521.00
E01006450,1421.00
E01006451,1451.00
E01006452,1435.00
E01006453,1176.00
E01006454,1198.00
E01006455,1727.00
E01006456,1540.00
E01006457,1182.00
E01006458,1340.00
E01006459,1543.00
E01006460,1657.00
E01006461,1522.00
E01006462,1420.00
E01006463,2303.00
E01006464,1546.00
E01006465,1666.00
E01006466,1585.00
E01006467,1259.00
E01006470,1351.00
E01006471,1440.00
E01006472,1560.00
E01006473,1385.00
E01006474,1460.00
E01006475,1492.00
E01006476,1374.00
E01006477,1564.00
E01006478,1498.00
E01006479,1386.00
E01006480,1362.00
E01006481,1369.00
E01006482,1618.00
E01006483,1335.00
E01006484,1409.00
E01006485,1603.00
E01006486,1136.00
E01006487,1468.00
E01006488,1827.00
E01006489,1399.00
E01006490,2745.00
E01006491,2122.00
E01006492,1306.00
E01006493,1086.00
E01006494,1404.00
E01006495,1998.00
E01006496,1353.00
E01006497,1051.00
E01006498,1641.00
E01006499,1751.00
E01006500,1117.00
E01006501,1441.00
E01006502,1701.00
E01006503,1291.00
E01006504,1301.00
E01006505,1767.00
E01006506,1424.00
E01006507,1447.00
E01006508,1397.00
E01006509,1736.00
E01006510,1182.00
E01006512,2975.00
E01006513,4418.00
E01006514,1760.00
E01006515,1438.00
E01006518,1732.00
E01006519,1267.00
E01006520,1690.00
E01006521,1817.00
E01006522,1774.00
E01006523,1487.00
E01006524,2140.00
E01006525,1239.00
E01006526,1381.00
E01006527,1412.00
